Age,Income,Saving (Cash),Property owner,Other asset,Counts,Percent
57.0, <=50K,3.0,0.0,1.0,8,0.02%
34.0, >50K,2.0,1.0,1.0,8,0.02%
60.0, <=50K,5.0,0.0,1.0,8,0.02%
34.0, >50K,3.0,0.0,0.0,8,0.02%
35.0, >50K,2.0,1.0,0.0,8,0.02%
32.0, >50K,5.0,1.0,0.0,8,0.02%
54.0, >50K,0.0,0.0,0.0,8,0.02%
36.0, >50K,5.0,0.0,0.0,8,0.02%
61.0, >50K,2.0,1.0,1.0,8,0.02%
49.0, >50K,5.0,0.0,0.0,8,0.02%
50.0, <=50K,2.0,1.0,1.0,8,0.02%
32.0, >50K,4.0,0.0,1.0,8,0.02%
48.0, >50K,3.0,1.0,1.0,8,0.02%
49.0, >50K,3.0,0.0,0.0,8,0.02%
32.0, >50K,2.0,0.0,1.0,8,0.02%
32.0, >50K,1.0,1.0,1.0,8,0.02%
51.0, >50K,2.0,1.0,1.0,8,0.02%
61.0, <=50K,1.0,0.0,0.0,8,0.02%
51.0, >50K,1.0,1.0,0.0,8,0.02%
47.0, >50K,5.0,0.0,1.0,8,0.02%
32.0, >50K,0.0,0.0,0.0,8,0.02%
48.0, >50K,1.0,1.0,1.0,8,0.02%
48.0, >50K,0.0,0.0,1.0,8,0.02%
32.0, >50K,0.0,1.0,1.0,8,0.02%
49.0, >50K,2.0,0.0,1.0,8,0.02%
42.0, >50K,2.0,0.0,0.0,8,0.02%
36.0, >50K,3.0,0.0,1.0,8,0.02%
32.0, >50K,3.0,0.0,1.0,8,0.02%
72.0, <=50K,1.0,1.0,0.0,7,0.02%
58.0, >50K,4.0,0.0,1.0,7,0.02%
63.0, <=50K,3.0,0.0,0.0,7,0.02%
46.0, >50K,2.0,1.0,0.0,7,0.02%
57.0, <=50K,2.0,1.0,0.0,7,0.02%
56.0, <=50K,5.0,0.0,0.0,7,0.02%
54.0, <=50K,3.0,0.0,0.0,7,0.02%
57.0, <=50K,2.0,0.0,1.0,7,0.02%
42.0, >50K,5.0,1.0,0.0,7,0.02%
54.0, <=50K,2.0,1.0,0.0,7,0.02%
59.0, >50K,5.0,0.0,1.0,7,0.02%
62.0, <=50K,2.0,0.0,0.0,7,0.02%
30.0, >50K,4.0,0.0,0.0,7,0.02%
36.0, >50K,4.0,0.0,1.0,7,0.02%
60.0, >50K,1.0,0.0,0.0,7,0.02%
53.0, >50K,2.0,1.0,1.0,7,0.02%
64.0, <=50K,4.0,0.0,0.0,7,0.02%
37.0, >50K,0.0,0.0,0.0,7,0.02%
57.0, <=50K,5.0,0.0,1.0,7,0.02%
59.0, >50K,5.0,0.0,0.0,7,0.02%
59.0, >50K,4.0,1.0,1.0,7,0.02%
55.0, >50K,1.0,0.0,1.0,7,0.02%
57.0, <=50K,4.0,1.0,1.0,7,0.02%
53.0, >50K,5.0,0.0,0.0,7,0.02%
57.0, <=50K,4.0,0.0,0.0,7,0.02%
49.0, >50K,4.0,0.0,0.0,7,0.02%
56.0, <=50K,1.0,0.0,0.0,7,0.02%
49.0, >50K,2.0,1.0,1.0,7,0.02%
60.0, >50K,2.0,1.0,0.0,7,0.02%
46.0, >50K,1.0,1.0,0.0,7,0.02%
30.0, >50K,1.0,0.0,0.0,7,0.02%
37.0, >50K,2.0,0.0,0.0,7,0.02%
50.0, >50K,0.0,1.0,1.0,7,0.02%
59.0, >50K,0.0,0.0,1.0,7,0.02%
64.0, <=50K,2.0,1.0,0.0,7,0.02%
27.0, >50K,5.0,1.0,0.0,7,0.02%
63.0, <=50K,5.0,1.0,1.0,7,0.02%
64.0, <=50K,1.0,1.0,1.0,7,0.02%
35.0, >50K,1.0,0.0,1.0,7,0.02%
67.0, <=50K,2.0,1.0,1.0,7,0.02%
67.0, <=50K,0.0,1.0,0.0,7,0.02%
55.0, <=50K,5.0,0.0,0.0,7,0.02%
59.0, >50K,2.0,0.0,1.0,7,0.02%
60.0, >50K,3.0,0.0,1.0,7,0.02%
63.0, <=50K,4.0,1.0,0.0,7,0.02%
59.0, <=50K,0.0,1.0,0.0,7,0.02%
56.0, >50K,4.0,0.0,1.0,7,0.02%
27.0, >50K,3.0,0.0,0.0,7,0.02%
42.0, >50K,3.0,0.0,1.0,7,0.02%
55.0, <=50K,5.0,1.0,0.0,7,0.02%
56.0, >50K,5.0,0.0,1.0,7,0.02%
54.0, >50K,1.0,0.0,0.0,7,0.02%
56.0, >50K,5.0,1.0,0.0,7,0.02%
50.0, >50K,5.0,1.0,0.0,7,0.02%
50.0, >50K,5.0,1.0,1.0,7,0.02%
49.0, >50K,4.0,1.0,0.0,7,0.02%
27.0, >50K,2.0,1.0,0.0,7,0.02%
55.0, >50K,2.0,0.0,0.0,7,0.02%
54.0, <=50K,5.0,0.0,1.0,7,0.02%
57.0, <=50K,0.0,1.0,0.0,7,0.02%
32.0, >50K,1.0,0.0,1.0,7,0.02%
60.0, >50K,4.0,0.0,1.0,7,0.02%
69.0, <=50K,2.0,0.0,1.0,7,0.02%
61.0, >50K,3.0,0.0,0.0,7,0.02%
35.0, >50K,5.0,0.0,0.0,7,0.02%
52.0, <=50K,5.0,0.0,1.0,7,0.02%
33.0, >50K,3.0,0.0,0.0,7,0.02%
66.0, <=50K,4.0,0.0,0.0,7,0.02%
44.0, >50K,1.0,1.0,0.0,7,0.02%
51.0, >50K,1.0,1.0,1.0,7,0.02%
52.0, >50K,0.0,1.0,1.0,7,0.02%
52.0, >50K,1.0,1.0,0.0,7,0.02%
60.0, <=50K,2.0,1.0,0.0,7,0.02%
62.0, <=50K,3.0,1.0,0.0,7,0.02%
60.0, <=50K,2.0,0.0,0.0,7,0.02%
51.0, >50K,0.0,1.0,0.0,7,0.02%
52.0, >50K,2.0,1.0,1.0,7,0.02%
52.0, >50K,3.0,0.0,1.0,7,0.02%
55.0, >50K,2.0,0.0,1.0,7,0.02%
28.0, >50K,3.0,0.0,1.0,7,0.02%
60.0, <=50K,3.0,0.0,1.0,7,0.02%
33.0, >50K,2.0,0.0,0.0,7,0.02%
31.0, >50K,5.0,1.0,0.0,7,0.02%
31.0, >50K,0.0,1.0,0.0,7,0.02%
44.0, >50K,0.0,0.0,1.0,7,0.02%
33.0, >50K,0.0,1.0,0.0,7,0.02%
62.0, <=50K,4.0,1.0,0.0,7,0.02%
51.0, >50K,4.0,0.0,0.0,7,0.02%
62.0, <=50K,5.0,0.0,0.0,7,0.02%
30.0, >50K,2.0,0.0,0.0,7,0.02%
61.0, >50K,2.0,1.0,0.0,7,0.02%
58.0, <=50K,5.0,1.0,1.0,7,0.02%
62.0, <=50K,5.0,1.0,0.0,7,0.02%
52.0, <=50K,2.0,1.0,0.0,7,0.02%
60.0, <=50K,4.0,0.0,0.0,7,0.02%
47.0, >50K,4.0,0.0,0.0,7,0.02%
31.0, >50K,0.0,0.0,1.0,7,0.02%
58.0, <=50K,0.0,1.0,1.0,7,0.02%
66.0, <=50K,1.0,1.0,0.0,7,0.02%
35.0, >50K,4.0,0.0,0.0,7,0.02%
31.0, >50K,2.0,1.0,1.0,7,0.02%
31.0, >50K,2.0,0.0,1.0,7,0.02%
55.0, >50K,3.0,0.0,0.0,7,0.02%
40.0, >50K,3.0,1.0,1.0,7,0.02%
58.0, >50K,2.0,1.0,0.0,7,0.02%
60.0, <=50K,0.0,0.0,1.0,7,0.02%
57.0, >50K,2.0,1.0,0.0,7,0.02%
32.0, >50K,0.0,1.0,0.0,7,0.02%
59.0, <=50K,5.0,0.0,0.0,7,0.02%
49.0, >50K,1.0,1.0,0.0,7,0.02%
57.0, >50K,1.0,0.0,1.0,7,0.02%
59.0, >50K,5.0,1.0,0.0,7,0.02%
57.0, >50K,1.0,0.0,0.0,7,0.02%
53.0, >50K,0.0,1.0,1.0,7,0.02%
56.0, >50K,1.0,0.0,1.0,7,0.02%
52.0, >50K,5.0,0.0,0.0,7,0.02%
64.0, <=50K,5.0,0.0,1.0,7,0.02%
33.0, >50K,5.0,0.0,0.0,7,0.02%
39.0, >50K,3.0,1.0,0.0,7,0.02%
47.0, >50K,5.0,1.0,1.0,7,0.02%
49.0, >50K,1.0,0.0,0.0,7,0.02%
49.0, <=50K,2.0,1.0,0.0,7,0.02%
55.0, >50K,4.0,1.0,0.0,7,0.02%
56.0, <=50K,3.0,1.0,0.0,7,0.02%
60.0, <=50K,1.0,1.0,0.0,7,0.02%
30.0, >50K,5.0,1.0,0.0,7,0.02%
30.0, >50K,5.0,1.0,1.0,7,0.02%
64.0, <=50K,1.0,0.0,0.0,6,0.02%
29.0, >50K,0.0,1.0,0.0,6,0.02%
65.0, <=50K,1.0,0.0,0.0,6,0.02%
65.0, <=50K,1.0,1.0,0.0,6,0.02%
65.0, <=50K,0.0,1.0,0.0,6,0.02%
28.0, >50K,4.0,1.0,0.0,6,0.02%
64.0, <=50K,2.0,0.0,1.0,6,0.02%
30.0, >50K,1.0,0.0,1.0,6,0.02%
35.0, >50K,0.0,1.0,0.0,6,0.02%
39.0, >50K,2.0,0.0,0.0,6,0.02%
47.0, >50K,2.0,0.0,1.0,6,0.02%
57.0, <=50K,3.0,1.0,0.0,6,0.02%
56.0, >50K,1.0,1.0,0.0,6,0.02%
67.0, <=50K,5.0,0.0,0.0,6,0.02%
29.0, >50K,5.0,0.0,1.0,6,0.02%
64.0, <=50K,4.0,0.0,1.0,6,0.02%
58.0, >50K,1.0,1.0,0.0,6,0.02%
57.0, >50K,4.0,0.0,0.0,6,0.02%
57.0, >50K,4.0,0.0,1.0,6,0.02%
57.0, >50K,4.0,1.0,0.0,6,0.02%
57.0, >50K,4.0,1.0,1.0,6,0.02%
67.0, <=50K,4.0,0.0,1.0,6,0.02%
66.0, <=50K,5.0,1.0,1.0,6,0.02%
58.0, <=50K,0.0,0.0,0.0,6,0.02%
29.0, >50K,4.0,0.0,1.0,6,0.02%
58.0, >50K,0.0,0.0,1.0,6,0.02%
64.0, >50K,3.0,0.0,1.0,6,0.02%
29.0, >50K,3.0,0.0,1.0,6,0.02%
35.0, >50K,5.0,1.0,1.0,6,0.02%
61.0, >50K,1.0,1.0,0.0,6,0.02%
58.0, >50K,2.0,1.0,1.0,6,0.02%
58.0, >50K,3.0,1.0,0.0,6,0.02%
29.0, >50K,0.0,1.0,1.0,6,0.02%
49.0, >50K,4.0,1.0,1.0,6,0.02%
61.0, <=50K,3.0,0.0,1.0,6,0.02%
29.0, >50K,1.0,1.0,1.0,6,0.02%
59.0, <=50K,1.0,0.0,1.0,6,0.02%
56.0, >50K,3.0,0.0,1.0,6,0.02%
36.0, >50K,1.0,1.0,0.0,6,0.02%
42.0, >50K,0.0,0.0,1.0,6,0.02%
56.0, >50K,4.0,1.0,0.0,6,0.02%
61.0, <=50K,3.0,1.0,1.0,6,0.02%
66.0, <=50K,5.0,1.0,0.0,6,0.02%
35.0, >50K,2.0,0.0,0.0,6,0.02%
61.0, >50K,4.0,1.0,0.0,6,0.02%
49.0, >50K,3.0,0.0,1.0,6,0.02%
37.0, >50K,4.0,0.0,0.0,6,0.02%
57.0, <=50K,4.0,0.0,1.0,6,0.02%
35.0, >50K,3.0,1.0,1.0,6,0.02%
58.0, >50K,3.0,1.0,1.0,6,0.02%
32.0, >50K,1.0,1.0,0.0,6,0.02%
65.0, <=50K,4.0,1.0,0.0,6,0.02%
61.0, >50K,0.0,0.0,1.0,6,0.02%
31.0, >50K,4.0,0.0,1.0,6,0.02%
53.0, >50K,5.0,0.0,1.0,6,0.02%
53.0, >50K,5.0,1.0,1.0,6,0.02%
26.0, >50K,4.0,1.0,1.0,6,0.02%
39.0, >50K,4.0,1.0,0.0,6,0.02%
52.0, >50K,4.0,0.0,0.0,6,0.02%
63.0, <=50K,3.0,0.0,1.0,6,0.02%
31.0, >50K,3.0,1.0,1.0,6,0.02%
30.0, >50K,3.0,1.0,0.0,6,0.02%
69.0, <=50K,4.0,0.0,1.0,6,0.02%
59.0, >50K,4.0,0.0,1.0,6,0.02%
69.0, <=50K,4.0,1.0,0.0,6,0.02%
60.0, >50K,2.0,0.0,0.0,6,0.02%
68.0, <=50K,3.0,1.0,1.0,6,0.02%
54.0, <=50K,4.0,1.0,0.0,6,0.02%
59.0, >50K,4.0,0.0,0.0,6,0.02%
52.0, >50K,3.0,1.0,1.0,6,0.02%
26.0, >50K,0.0,0.0,1.0,6,0.02%
66.0, <=50K,0.0,1.0,1.0,6,0.02%
61.0, >50K,0.0,1.0,0.0,6,0.02%
67.0, <=50K,1.0,1.0,0.0,6,0.02%
51.0, <=50K,4.0,1.0,0.0,6,0.02%
53.0, <=50K,2.0,1.0,0.0,6,0.02%
40.0, >50K,4.0,1.0,1.0,6,0.02%
62.0, >50K,5.0,0.0,1.0,6,0.02%
40.0, >50K,3.0,1.0,0.0,6,0.02%
62.0, <=50K,3.0,0.0,1.0,6,0.02%
33.0, >50K,5.0,1.0,1.0,6,0.02%
63.0, <=50K,0.0,1.0,0.0,6,0.02%
60.0, <=50K,0.0,0.0,0.0,6,0.02%
53.0, >50K,3.0,0.0,1.0,6,0.02%
59.0, >50K,5.0,1.0,1.0,6,0.02%
53.0, >50K,0.0,1.0,0.0,6,0.02%
66.0, <=50K,0.0,1.0,0.0,6,0.02%
63.0, <=50K,1.0,0.0,1.0,6,0.02%
63.0, <=50K,1.0,1.0,0.0,6,0.02%
68.0, <=50K,5.0,1.0,0.0,6,0.02%
53.0, >50K,3.0,0.0,0.0,6,0.02%
54.0, >50K,0.0,1.0,1.0,6,0.02%
33.0, >50K,5.0,0.0,1.0,6,0.02%
68.0, <=50K,3.0,0.0,0.0,6,0.02%
55.0, >50K,0.0,0.0,1.0,6,0.02%
62.0, <=50K,0.0,0.0,1.0,6,0.02%
62.0, <=50K,0.0,1.0,0.0,6,0.02%
68.0, <=50K,0.0,0.0,1.0,6,0.02%
60.0, >50K,5.0,0.0,1.0,6,0.02%
28.0, >50K,1.0,1.0,0.0,6,0.02%
68.0, <=50K,1.0,0.0,0.0,6,0.02%
52.0, <=50K,1.0,1.0,0.0,6,0.02%
59.0, <=50K,4.0,1.0,1.0,6,0.02%
55.0, >50K,0.0,1.0,1.0,6,0.02%
33.0, >50K,0.0,0.0,0.0,6,0.02%
55.0, >50K,1.0,0.0,0.0,6,0.02%
55.0, >50K,1.0,1.0,1.0,6,0.02%
55.0, >50K,4.0,0.0,1.0,6,0.02%
70.0, <=50K,2.0,1.0,0.0,6,0.02%
41.0, >50K,1.0,0.0,0.0,6,0.02%
59.0, <=50K,5.0,1.0,1.0,6,0.02%
59.0, >50K,0.0,1.0,0.0,6,0.02%
33.0, >50K,2.0,1.0,1.0,6,0.02%
47.0, >50K,4.0,1.0,1.0,6,0.02%
48.0, >50K,5.0,0.0,0.0,6,0.02%
28.0, >50K,2.0,1.0,1.0,6,0.02%
68.0, <=50K,2.0,0.0,0.0,6,0.02%
50.0, >50K,4.0,0.0,0.0,6,0.02%
54.0, >50K,5.0,0.0,0.0,6,0.02%
51.0, >50K,4.0,0.0,1.0,6,0.02%
43.0, >50K,5.0,0.0,1.0,6,0.02%
51.0, >50K,2.0,0.0,1.0,6,0.02%
65.0, <=50K,5.0,1.0,1.0,6,0.02%
31.0, >50K,4.0,1.0,0.0,6,0.02%
33.0, >50K,2.0,0.0,1.0,6,0.02%
47.0, >50K,0.0,0.0,0.0,6,0.02%
59.0, >50K,0.0,0.0,0.0,6,0.02%
66.0, <=50K,0.0,0.0,0.0,5,0.02%
62.0, >50K,4.0,0.0,0.0,5,0.02%
66.0, <=50K,0.0,0.0,1.0,5,0.02%
61.0, <=50K,4.0,1.0,0.0,5,0.02%
61.0, <=50K,5.0,0.0,1.0,5,0.02%
60.0, <=50K,1.0,1.0,1.0,5,0.02%
62.0, <=50K,5.0,0.0,1.0,5,0.02%
64.0, <=50K,5.0,1.0,0.0,5,0.02%
66.0, <=50K,3.0,0.0,1.0,5,0.02%
66.0, <=50K,1.0,1.0,1.0,5,0.02%
61.0, <=50K,1.0,1.0,1.0,5,0.02%
65.0, >50K,5.0,0.0,0.0,5,0.02%
59.0, >50K,2.0,1.0,1.0,5,0.02%
65.0, <=50K,2.0,1.0,0.0,5,0.02%
62.0, <=50K,0.0,0.0,0.0,5,0.02%
65.0, <=50K,3.0,0.0,0.0,5,0.02%
59.0, <=50K,3.0,0.0,0.0,5,0.02%
65.0, <=50K,3.0,1.0,0.0,5,0.02%
63.0, >50K,1.0,0.0,1.0,5,0.02%
60.0, >50K,4.0,0.0,0.0,5,0.02%
65.0, <=50K,5.0,1.0,0.0,5,0.02%
64.0, <=50K,3.0,0.0,1.0,5,0.02%
62.0, <=50K,1.0,1.0,0.0,5,0.02%
63.0, <=50K,4.0,0.0,0.0,5,0.02%
59.0, >50K,3.0,0.0,0.0,5,0.02%
62.0, <=50K,2.0,1.0,0.0,5,0.02%
67.0, <=50K,3.0,0.0,1.0,5,0.02%
59.0, >50K,3.0,1.0,1.0,5,0.02%
67.0, <=50K,1.0,0.0,1.0,5,0.02%
64.0, <=50K,3.0,1.0,1.0,5,0.02%
60.0, >50K,1.0,1.0,1.0,5,0.02%
60.0, >50K,1.0,1.0,0.0,5,0.02%
61.0, >50K,4.0,0.0,0.0,5,0.02%
63.0, <=50K,2.0,1.0,0.0,5,0.02%
67.0, <=50K,2.0,0.0,0.0,5,0.02%
60.0, >50K,0.0,0.0,0.0,5,0.02%
58.0, >50K,3.0,0.0,1.0,5,0.02%
67.0, <=50K,2.0,0.0,1.0,5,0.02%
29.0, >50K,3.0,1.0,1.0,5,0.02%
35.0, >50K,5.0,1.0,0.0,5,0.02%
73.0, <=50K,5.0,0.0,0.0,5,0.02%
26.0, >50K,5.0,0.0,1.0,5,0.02%
32.0, >50K,5.0,0.0,1.0,5,0.02%
74.0, <=50K,0.0,0.0,0.0,5,0.02%
52.0, <=50K,2.0,0.0,0.0,5,0.02%
52.0, >50K,0.0,0.0,0.0,5,0.02%
33.0, >50K,3.0,1.0,1.0,5,0.02%
52.0, >50K,2.0,0.0,1.0,5,0.02%
52.0, >50K,4.0,1.0,0.0,5,0.02%
53.0, <=50K,0.0,1.0,0.0,5,0.02%
68.0, <=50K,5.0,0.0,1.0,5,0.02%
27.0, >50K,1.0,0.0,1.0,5,0.02%
53.0, <=50K,3.0,0.0,0.0,5,0.02%
40.0, >50K,4.0,1.0,0.0,5,0.02%
53.0, >50K,0.0,0.0,0.0,5,0.02%
53.0, >50K,1.0,0.0,0.0,5,0.02%
34.0, >50K,0.0,0.0,0.0,5,0.02%
54.0, <=50K,0.0,0.0,1.0,5,0.02%
54.0, <=50K,1.0,0.0,0.0,5,0.02%
40.0, >50K,0.0,1.0,0.0,5,0.02%
34.0, >50K,0.0,0.0,1.0,5,0.02%
54.0, >50K,4.0,0.0,0.0,5,0.02%
26.0, >50K,5.0,0.0,0.0,5,0.02%
69.0, <=50K,3.0,0.0,1.0,5,0.02%
34.0, >50K,3.0,0.0,1.0,5,0.02%
69.0, <=50K,3.0,1.0,1.0,5,0.02%
71.0, <=50K,2.0,0.0,1.0,5,0.02%
71.0, <=50K,1.0,1.0,1.0,5,0.02%
71.0, <=50K,0.0,1.0,0.0,5,0.02%
71.0, <=50K,4.0,1.0,1.0,5,0.02%
25.0, >50K,4.0,0.0,0.0,5,0.02%
49.0, >50K,5.0,1.0,1.0,5,0.02%
48.0, >50K,4.0,0.0,1.0,5,0.02%
24.0, >50K,5.0,0.0,1.0,5,0.02%
48.0, >50K,2.0,0.0,1.0,5,0.02%
72.0, <=50K,4.0,0.0,1.0,5,0.02%
31.0, >50K,2.0,1.0,0.0,5,0.02%
32.0, >50K,2.0,1.0,0.0,5,0.02%
70.0, <=50K,2.0,0.0,1.0,5,0.02%
70.0, <=50K,1.0,1.0,1.0,5,0.02%
31.0, >50K,2.0,0.0,0.0,5,0.02%
31.0, >50K,1.0,1.0,0.0,5,0.02%
70.0, <=50K,1.0,1.0,0.0,5,0.02%
73.0, <=50K,2.0,0.0,1.0,5,0.02%
32.0, >50K,2.0,1.0,1.0,5,0.02%
50.0, >50K,3.0,1.0,0.0,5,0.02%
69.0, <=50K,5.0,0.0,0.0,5,0.02%
68.0, <=50K,1.0,1.0,1.0,5,0.02%
68.0, <=50K,4.0,1.0,1.0,5,0.02%
57.0, >50K,3.0,0.0,1.0,5,0.02%
57.0, >50K,3.0,1.0,1.0,5,0.02%
39.0, >50K,4.0,1.0,1.0,5,0.02%
56.0, >50K,0.0,0.0,0.0,5,0.02%
56.0, >50K,0.0,0.0,1.0,5,0.02%
56.0, >50K,0.0,1.0,0.0,5,0.02%
56.0, >50K,1.0,0.0,0.0,5,0.02%
57.0, >50K,3.0,0.0,0.0,5,0.02%
56.0, >50K,2.0,1.0,0.0,5,0.02%
29.0, >50K,4.0,1.0,1.0,5,0.02%
57.0, >50K,0.0,0.0,0.0,5,0.02%
57.0, <=50K,1.0,1.0,1.0,5,0.02%
56.0, >50K,3.0,1.0,1.0,5,0.02%
28.0, >50K,4.0,1.0,1.0,5,0.02%
29.0, >50K,0.0,0.0,0.0,5,0.02%
90.0, <=50K,2.0,0.0,1.0,5,0.02%
67.0, >50K,1.0,0.0,1.0,5,0.02%
43.0, >50K,5.0,0.0,0.0,5,0.02%
90.0, <=50K,2.0,1.0,1.0,5,0.02%
55.0, >50K,5.0,0.0,1.0,5,0.02%
68.0, <=50K,0.0,1.0,1.0,5,0.02%
29.0, >50K,2.0,1.0,1.0,5,0.02%
29.0, >50K,4.0,1.0,0.0,5,0.02%
29.0, >50K,4.0,0.0,0.0,5,0.02%
28.0, >50K,1.0,0.0,0.0,5,0.02%
67.0, <=50K,4.0,1.0,0.0,5,0.02%
73.0, <=50K,4.0,0.0,1.0,4,0.01%
29.0, >50K,3.0,0.0,0.0,4,0.01%
62.0, >50K,0.0,0.0,1.0,4,0.01%
64.0, <=50K,1.0,1.0,0.0,4,0.01%
29.0, >50K,1.0,0.0,0.0,4,0.01%
61.0, >50K,2.0,0.0,1.0,4,0.01%
73.0, <=50K,3.0,1.0,0.0,4,0.01%
66.0, <=50K,3.0,1.0,1.0,4,0.01%
31.0, >50K,4.0,1.0,1.0,4,0.01%
73.0, <=50K,3.0,0.0,1.0,4,0.01%
65.0, <=50K,0.0,0.0,1.0,4,0.01%
61.0, >50K,3.0,1.0,0.0,4,0.01%
26.0, >50K,3.0,1.0,1.0,4,0.01%
62.0, >50K,0.0,0.0,0.0,4,0.01%
30.0, >50K,0.0,0.0,1.0,4,0.01%
72.0, <=50K,5.0,1.0,1.0,4,0.01%
72.0, <=50K,5.0,0.0,0.0,4,0.01%
44.0, >50K,4.0,0.0,1.0,4,0.01%
29.0, >50K,5.0,1.0,1.0,4,0.01%
72.0, <=50K,0.0,0.0,1.0,4,0.01%
61.0, >50K,4.0,0.0,1.0,4,0.01%
48.0, >50K,0.0,1.0,0.0,4,0.01%
25.0, >50K,3.0,1.0,1.0,4,0.01%
66.0, <=50K,2.0,1.0,1.0,4,0.01%
61.0, >50K,4.0,1.0,1.0,4,0.01%
61.0, >50K,5.0,0.0,0.0,4,0.01%
48.0, >50K,3.0,0.0,0.0,4,0.01%
64.0, <=50K,4.0,1.0,0.0,4,0.01%
66.0, <=50K,4.0,1.0,1.0,4,0.01%
64.0, >50K,3.0,1.0,1.0,4,0.01%
28.0, >50K,0.0,0.0,1.0,4,0.01%
66.0, <=50K,1.0,0.0,1.0,4,0.01%
66.0, <=50K,2.0,1.0,0.0,4,0.01%
65.0, <=50K,2.0,0.0,1.0,4,0.01%
65.0, >50K,3.0,1.0,1.0,4,0.01%
75.0, <=50K,0.0,1.0,0.0,4,0.01%
63.0, >50K,3.0,0.0,0.0,4,0.01%
65.0, <=50K,3.0,0.0,1.0,4,0.01%
63.0, >50K,2.0,1.0,0.0,4,0.01%
75.0, <=50K,3.0,0.0,1.0,4,0.01%
46.0, >50K,3.0,0.0,0.0,4,0.01%
63.0, <=50K,3.0,1.0,0.0,4,0.01%
27.0, >50K,2.0,1.0,1.0,4,0.01%
27.0, >50K,3.0,0.0,1.0,4,0.01%
75.0, <=50K,4.0,1.0,1.0,4,0.01%
27.0, >50K,4.0,1.0,1.0,4,0.01%
27.0, >50K,5.0,0.0,0.0,4,0.01%
76.0, <=50K,4.0,1.0,0.0,4,0.01%
65.0, >50K,2.0,0.0,1.0,4,0.01%
27.0, >50K,5.0,0.0,1.0,4,0.01%
76.0, <=50K,3.0,1.0,1.0,4,0.01%
61.0, >50K,1.0,0.0,1.0,4,0.01%
28.0, >50K,3.0,0.0,0.0,4,0.01%
66.0, <=50K,2.0,0.0,1.0,4,0.01%
63.0, >50K,4.0,1.0,0.0,4,0.01%
26.0, >50K,4.0,0.0,1.0,4,0.01%
28.0, >50K,5.0,0.0,1.0,4,0.01%
28.0, >50K,0.0,0.0,0.0,4,0.01%
66.0, <=50K,1.0,0.0,0.0,4,0.01%
64.0, <=50K,0.0,1.0,0.0,4,0.01%
62.0, >50K,3.0,1.0,1.0,4,0.01%
63.0, >50K,5.0,1.0,0.0,4,0.01%
62.0, >50K,4.0,1.0,0.0,4,0.01%
26.0, >50K,5.0,1.0,1.0,4,0.01%
28.0, >50K,4.0,0.0,1.0,4,0.01%
27.0, >50K,0.0,0.0,0.0,4,0.01%
62.0, >50K,5.0,1.0,0.0,4,0.01%
63.0, <=50K,0.0,0.0,1.0,4,0.01%
63.0, <=50K,1.0,0.0,0.0,4,0.01%
27.0, >50K,1.0,0.0,0.0,4,0.01%
28.0, >50K,3.0,1.0,1.0,4,0.01%
30.0, >50K,5.0,0.0,0.0,4,0.01%
71.0, <=50K,2.0,1.0,1.0,4,0.01%
66.0, >50K,2.0,0.0,0.0,4,0.01%
61.0, >50K,1.0,0.0,0.0,4,0.01%
69.0, <=50K,4.0,0.0,0.0,4,0.01%
59.0, >50K,0.0,1.0,1.0,4,0.01%
59.0, >50K,1.0,0.0,0.0,4,0.01%
59.0, >50K,1.0,0.0,1.0,4,0.01%
54.0, >50K,4.0,1.0,1.0,4,0.01%
67.0, <=50K,2.0,1.0,0.0,4,0.01%
59.0, >50K,2.0,1.0,0.0,4,0.01%
54.0, >50K,2.0,1.0,1.0,4,0.01%
59.0, >50K,3.0,0.0,1.0,4,0.01%
54.0, >50K,1.0,1.0,0.0,4,0.01%
53.0, >50K,0.0,0.0,1.0,4,0.01%
68.0, <=50K,4.0,0.0,1.0,4,0.01%
22.0, >50K,1.0,0.0,1.0,4,0.01%
52.0, >50K,1.0,1.0,1.0,4,0.01%
68.0, <=50K,5.0,1.0,1.0,4,0.01%
60.0, <=50K,3.0,1.0,0.0,4,0.01%
69.0, <=50K,0.0,0.0,1.0,4,0.01%
69.0, <=50K,0.0,1.0,1.0,4,0.01%
32.0, >50K,5.0,1.0,1.0,4,0.01%
69.0, <=50K,1.0,0.0,1.0,4,0.01%
69.0, <=50K,3.0,0.0,0.0,4,0.01%
67.0, <=50K,1.0,1.0,1.0,4,0.01%
54.0, >50K,5.0,1.0,0.0,4,0.01%
34.0, >50K,4.0,1.0,0.0,4,0.01%
55.0, >50K,1.0,1.0,0.0,4,0.01%
67.0, <=50K,3.0,1.0,0.0,4,0.01%
57.0, >50K,5.0,1.0,1.0,4,0.01%
58.0, >50K,0.0,1.0,1.0,4,0.01%
58.0, >50K,1.0,0.0,0.0,4,0.01%
57.0, >50K,3.0,1.0,0.0,4,0.01%
58.0, >50K,2.0,0.0,0.0,4,0.01%
57.0, >50K,1.0,1.0,0.0,4,0.01%
57.0, >50K,0.0,1.0,0.0,4,0.01%
35.0, >50K,3.0,1.0,0.0,4,0.01%
58.0, >50K,4.0,1.0,0.0,4,0.01%
58.0, >50K,5.0,0.0,1.0,4,0.01%
55.0, >50K,3.0,0.0,1.0,4,0.01%
67.0, <=50K,3.0,0.0,0.0,4,0.01%
